아니 저 병신들은 유기랑 파양의 차이를 모르는건가 시발 전문가로서 대형 개새끼 두 마리 키울 여건이 갖추어지지 않다 판단하여 한 마리는 시설이 갖추어진 곳에 보내는게 좋겠다고 의견을 표시한건데 그걸 시발 유기 장려 방송이니 감수성이 부족하다느니 시발 ,2
K-응디 ㅋㅋㅋ,1
"한스 짐머가 삽입음 뽑아내는 실력은 출중하지만 완전한 하나의 곡을 만드는 실력은 세계 최고가 아님이 명백하고, 모든 곡이 좋은 것도 아닌데, 이에 대해 몇마디 던졌다고 작곡가의 권위를 앞세워 조리돌림하누ㅋㅋ",0
좌표찍었노 이한영 시즌2 ㄷㄷㄷㄷㄷㄷㄷㄷ,0
저건 나혼자만 해쳐먹을거다,0
악뮤는 ㅇㅈ,0
기레기들 뇌진탕 당한건 개사이다네ㅋㅋ,1
개그콘섬뜩 미친새끼네 ㅋㅋㅋㅋㅋ,1
그냥 생긴 것 자체가 미국임ㅋㅋㅋㅋ,0
애초에 증명사진 믿지마라,0
"머통령 새끼가 강제로 비정규직을 없앨 것이 아니라 기업들에게 고용유연성을 줘야지
민노총에 굴복해서 쌍용차 해고직원 거의 전원 재고용 보고 뿜었다 ㅆㅂ",2
가려면 솔직히 10명 만들어서 가야 안뒤질듯 서너명도 곡괭이 쳐맞으면 ㄷㄷ ,0
오피나와서 찔리니까 그런거 ㅋㅋ,0
다 썩었어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
누난데 씹년아 내 인생에서 지우고싶은년을 왜 자랑하겠냐,0
야호! 180석! ㅎㅎ ,0
민식이법 이후 손절,0
인간도 동물이다 동물행동교정사,0
야 코고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,0
팔에 쥐날확률 50%밖에 안되서 다행이노,0
여자가 가해자 = 오죽하면도르 ㅋㅋㅋㅋ,0
하라면 하라고 시발,2
몇몇은 유튜브로 본 커플이네,0
한냐+개= ㅇㅋ ,0
평균 iq가 높으면 멀하냐 어차피 사회를 이끌어 가는건 소수의 엘리트들이고 그 엘리트를 가장 많이 배출한건 서양인데 평균 iq로 딸쳐봐야 행복회로 밖에 안되는것을 그나마 동양에선 일본이 업적이 잇는 편,0
쥐명닭근혜타령만 하다 망한 프로그램 ㅅㅅㅅㅅㅅ,0
"오판 가능성, 비용 손해, 인권 수준 퇴보, 생명경시 확산. 사형제의 이점은 시행한 정치인 지지율 상승(체제안정)이랑 민중들 속 시원한 것밖에 없음 ㅋㅋ 나머지 부분에선 다 개씹손해인데 기어코 하자는 새끼들은 코식이법 욕할 자격 없다",2
친구 3명이면 씹인싸 아니노?,1
근데 장군이란 새끼가 가오 존나 떨어지게 직접 얼차려를 주네 ㅋㅋㅋㅋㅋ,2
ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
남편이 정상적이였으면 이혼보다 어머니 검사부터 먼저 받을거같은데,0
데상트는 매출 존나 떨어졌어,0
아니 사람을 살렸는데 싸페는 너무한거 아니노 이기 ...,0
이순신 당신이 틀렸어..,0
메이좌 ㅋㅋㅋㅋㅋㅋㅋ,0
저거다 무현이가 끌어올려준거임 발광 ㄴ ,0
대한민국 교수라는 직함 달고 있는 놈들은 절반 정도 다 잘라야 함,0
"차라리 간호사가 보고있으면 다쳤을 때 응급처치라도 하지 ㅋㅋ
저건 그냥 테란 그 체력 40짜리 시민이잖아",0
티실 왤캐 이쁘냐 ㅇㅈㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
토익 980은 좀... 토플도 아니고 토익에서 어케 점수가 깍일 수 있음 병신임?,0
실시간 싱하형 영접 했겠노,0
군대가 병신인데 군인이 뭘 어쩌겠냐,2
이런 산책... 의미가 없었다,0
한남들 가면 갈수록 개못생겨 지는거 같음,1
그땐 김치 양성 전 지금은 양성 완료,0
아지매 변호사 필요없겟노 ㅋㅋ,0
견찰새끼들 욕쳐먹는거보면 이유가 있음 ,1
"백번양보해서 니말이 맞다고 치자, 저정도의 방지턱도 없었다가 무슨 상관이냐 피싸개년아? 시발 후진 주차도 저런실수는 안하는데, 전방주차로 거리감각이 판단 안되는 시점에서 이미 운전할 자격도 없는거지 P싸개년아 ㅋㅋㅋㅋ 실드칠걸 실드쳐라. 저건 운전자가 여자라 욕먹는게 아니다",2
K-유투브 만들자 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
이순재 선생님은 그럴리가 없음. 2013년 논현동 한식당에서 알바할때 직원들 사진 다 찍어주시고 식당에 사인 해주시고 인자하셨던 미소 잊을수가없음.,0
저런새끼가 어떻게 정치질 쳐하는거지,2
꼴깝을 떤다 ㅉㅉ공부나 해라 어휴,0
시발년들 표정진짜 ㅋㅋ,2
"4대문명 위치부터 다시 보고 와라. 메소포타미아 문명, 인더스 문명, 황하문명, 이집트 문명이 서양역사는 아니지. 중동이나 이집트가 언제부터 서양이였냐? 인도랑 중국은 빼박 동양이지만",0
"뒷담화나 이런 것도 심하고 알아서 눈치껏 폐가 안되게 행동해야 됌. 외국인에 대한 관용도 별로 없음. 폐쇄적이고 베타적임.한국보다도 튀면 안되고 매사에 남 눈치보고 살아야 이지메를 당하지 않음. 이지메 문화는 굉장히 잔인하고 사회에 만연해 있음.이런 이지메 문화로 서로가 서로를 감시하고 폐를 끼치지 않으려는 사회가 작동하는 거. 쿠우키, 和 문화",0
애미터진 씨팔년들 무슨 양심으로 저딴 개소리를 당당하게 씨부리냐? ㅋㅋㅋㅋㅋ 전세계에서 유례없는 온갖 여성혜택들로 개꿀빨면서 사는년들이 말도안되는 여혐괴담 쳐 만들어서 더 꿀빨라하네 애미씹창난년들 ,2
월급은 250받겠지 근데 기존 인국공 정규직이1400명 정도고 이번에 정규진 된 애들이 1900명 정도인데 그 1900명이 노조장악하고 차별대우하면서 들고 일어나면 500받는거는 꿈이 아니지 ,0
"뭘먹건 자기맘이지 우리 야붕이들
개고기반대 캠페인 벌이는애들 수준이랑
똑같누",0
그냥 거두절미하고 니가 지금 쓰고있는 모든 물건을 백인이 만들었음. 더 할말 있냐?,0
이런데도 결혼하는 애들이 있더라 ㅋㅋ,0
ㄴ구형2년이면 보통 벌금이나 집유 아니냐,0
티리엘... ,0
응 국민의 180석은 조민이 수술하는거 지지해 ,0
180 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
ㄹㅇ 4년제 대졸자들이 들어가는 찐 공항 항공물류보안도 초봉이 5천이 안되는데 저새끼는 ㄹㅇ 천성이 경비노ㅋㅋㅋ ,2
와 근데 진짜 얼마나 짜릿했을까...,0
ㄴ ㄹㅇ 졸업사진만 봤을땐 상위권 맞는데 ㅋㅋㅋㅋㅋ,0
한남새끼 그것도 못함? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
진짜 공익이 나라를 지키는거였네 아ㅋㅋ ,0
이게 삼각동맹이라는 그거구만,0
킹경영ㅋㅋㅋ 시발 왜 혁명금당 안뽑냐고ㅋㅋㅋㅋㅋㅋ,0
저게 진짜 여자다. 한남들은 지금까지 유사여자들에게 착취당해왔던 것,0
공익을 그냥 공공기관 감사로 임명하자,0
근데 못생긴 한녀들도 똑같이 잘생기고 키큰 양놈들 만나더라 부산갔을때 봤는데 ,0
내 가족이라 생각하면 더 ㅈ같네,2
딱 내가 초딩때 저랬는데,0
한국은 땅덩이에 비해 사람이 너무 많긴 했어 이참에 인구조절좀 하자,0
일병새끼가 여단장한테 꼬운티 내고 말대꾸 하는거 보니까 요즘 군대 개판이긴하네 뭐 ㅋㅋㅋㅋ,2
gta 생각나네 ㅋㅋㅋ ,0
미친놈아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
소름ㅋㅋㅋ,0
망해야되는건 동의하노,0
포테이토 헤드 ㅋㅋㅋㅋ ,0
짱개보다 더하네... 대단하다! ,0
학계에서 문제가 없다는데 지들끼리 떼법지랄하노 ㅋㅋㅋㅋ 엠생인가 하여틍 ^홍^,0
막짤은 보면 볼수록 인민군 같네 ㅋㅋ ,0
딱새한테 맨날 혼나서 그럼. 바벨 덤벨 던지고 가면 욕먹어서,0
암흑시대가 되버렸노 ㅋㅋ,0
김수현 덕분에지 ㅇㅇ 남자가 드라마 보냐? 여자가 보지 ,0
오..요새 호감고닉 수능디좌 ,0
잘 나가다 저기서 욕한 사람들이 대깨문이라는 기적의 논리 보소,0
팩트) 허드렛일이라는 명칭의 근로계약은 없다. 근로계약의 범위 밖의 일은 모두 부당한 업무지시가 된다. 물론 센징은 이런건 이해 못하고 좆소 사장이 시킨건지 이미지 좋은 유명인이 시킨건지에 따라 죄의 유무가 달라진다.,2
야갤 찐따들 차마 잘생겼다곤 말 못하고 멀쩡하네 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 야갤존못찐따모범시민 <<<<<<<<<<<<<< 잘생긴 성범죄자,0
센세 막짤 표정 보고 있으면 개비스콘에 베아제랑 완샷하고 소화 잘될 것 같노,0
뭐가 문제인지 잘 모르겠음...5천만명도 너무 많다고 생각하는데....절반 정도 줄어야 한다고 생각함,0
저런새끼 뽑아준 새끼들이 레전드,2
코로나로 짤린 가장들 안보이노,0
저러고 여성 히어로 할당제 주장ㅋㅋ,0
적당히 해야지 뇌절하니 판사도 빡침,1
SBS 비디오머그 편집한꼬라지봐라 개새끼들,2
흠 이건 잘 모르겠다,0
"175. 223 = 피싸개 한국년. 이런년들보면서 ㄹㅇ 정신차려야함 남자들도.
저런 한국년들이, 남자들 희생시키고 지들이 꿀빨려고 저렇게 비열하게, 남자들이 군대나 끌려가라~ 남자라면 희생되는게 당연한거지~ 저렇게 떠들어대는 비열한 실체들을 똑바로 봐야함.
저게 한국여자들의, 겉모습안에 감추어진 진짜 속마음이고 실체다. 한국여자들에게 어떠한 보빨, 이익도 안겨주면 안됨. 어떠한 도움도 주면 안됨",2
자유무새 논리로는 국가 해체해야지ㅋㅋ 진정한 자유는 통제없는 약육강식임. 그리고 이런 애들이 또 웃긴건 좌파 탓을 한다는거. 본인들이 말하는게 무정부주의 좌파면서 왜 좌파탓을 함?ㅋㅋ 그리고 또 모순인게 이태원 교회 터질때도 조센징 타령함. 모순에 모순이 겹치고 겹친 열등한 애들이 디씨에 너무 많음ㅋㅋㅋ,0
댓글들반응 뭐고ㅋㅋ외도하면 자궁들어내라는거?,0
도수없는 안경이다 게이야,0
그들의 지적능력에 오늘도 웅장해진다,0
응 느개비 1번찍엇어ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,2
덴마는 작가가 때려치우고 직무유기 했자너ㅋㅋ ,0
아내가 돈 다벌어오고 내용돈주고 내하고싶은거 다시켜주면 세컨드여도 씹가능,1
베이징유입 ㅋㅋㅋ,0
다음 대통령은 백종원가자 ,0
시발점 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
블박으로 봐도 안보이노;;,0
이거 비슷한 걸로 한수원도 지랄났음ㅋㅋ,0
평소에 얼마나 그 생각으로 가득차면 저게 저렇게 보이누,0
그래서 지금까지 공부 외에 쌓아온 노력은 뭐가 있으신지ㅋㅋ,0
미친거지 이건 ㅋㅋㅋㅋ,0
꼬우면 현역을 쳐가 개버러지 국가 공인장애인들아 ㅋㅋ,1
4~6등급 맞고 지방시립대 간 놈들도 지역인재 전형 받냐? 그래도 지거국 정도는 돼야 지역인재 혜택 받는 거 아님?,0
극과극으로 고소 쳐먹을 소리 ㅋㅋㅋㅋㅋㅋㅋㅋ ,0
이걸어캐아노ㄷㄷ,0
주진우 표정 보소 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
오옷!!! 파....섹스,2
일본취업 강추한다 열심히해서 성공하길,0
애미창년,2
야갤 상위 15% 본다 ,0
이 댓글 레전드네 ㅋㅋ - 안될 거 머잇노!,0
근데 웃기지않냐 애국가논란터질때라 저런거에 예민할텐데 댓글이 없어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
홍정욱은 한나라당 출신이다 ㅋㅋㅋㅋㅋㅋ,0
야갤 여시 둘다 삐뚤어진 이유가 있었구나,0
K-180국에서 저 정도는 당연히 감수해야 한다는걸 방송에서도 알리고 있네 ?,0
킹ㅡㅡㅡㅡㅡㅡㅡ스ㅡㅡㅡㅡㅡㅡㅡ룰,0
ㅋㅋㅋㅋㅋ 적절,0
솔직히 나라 ㅈ대보라고 찬성하고싶다,0
푸틴에 비비려면 우린 엔두 데려와야지 ㅇㅇ;,0
이번 정권 들어서 사인 안밝히는 의문사 존나많이나오는거도 다 뒤가 있지ㅋㅋㅋㅋ,0
사이타마냐?ㅋㅋㅋㅋㅋㅋㅋ,0
씨발 도대체 소머리국밥이라고 네이밍해놓은건 뭐냐 씨발..아 진짜 개센스 없는새끼,2
한일일체 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
저건 맞는말같은디,0
어차피 못 사는 한남들은 해당 안 되잖아 ,0
저건 못 알어처먹는쪽이 비정상이지 방송에서 험한말 심한표현은 힘들지,0
범죄자새끼가 말이많네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
전문가 말 안듣고 지 좃대로 할거면 왜 방송나왔대ㅋㅋ,0
찌찌파티는 어쩔수 없지 암 ㅋㅋㅋㅋㅋㅋ,1
그럼 교수도 앵앵거리면서 저딴 말투로 말해야 하나?ㅋㅋ 저게 맞는 거야 확실하잖아 의사표현이,0
이거 효과있는거 맞냐? 일부러 소녀전선 깔아봤는데 짱깨앱 없다고 나오는데,0
"자 제 위로 전부다
Ncs공부도 해본적 없고
행시 준비도 해본적 없으며
더욱이 의치한약수로스쿨도 아닌 사람들입니다 이상",0
근데 아무리 하얀선이라도 그렇지 씨발새끼가 주행하다 말은거마냥 차를 주차해놨네,0
"그런 군중 심리를 말하는건 아닌데.. 내가 말을 잘못 했네 미안
내가 말하는 건 대다수의 의견을 말하는 거다 대다수의 의견이 각종 매스컴,교육에 의해 만들어진 것일 수 있고 심지어 그 만들어진 의견이 참혹한 결과를
낳을 수 있다는 걸 말하는거다.",0
그런데 왜 당장 수학 물리 화학 저서를 펼치면 동아시아인은 하나도 없노?,0
이 참에 부업이나 해보까? ㅋㅋ,0
한화 1군 백업 선수도 고딩때 자기 학교에선 베이브루스처럼 투타 에이스임,0
피해자없는 범죄ㅋㅋㅋ,0
꼬우면 그만두던가~ ,0
아 시발 독립 취소 하라고 ㅋㅋㅋㅋㅋㅋㅋ,2
한국은 물론이도 일본도 도쿄 법대 나와서 국가직1종치고 고위관료로 가는게 최상의 목표로 여기고 계속 그렇게 해왔고 중국도 공산당 간부목표로 베이징대나 칭화대지망했는데 가치관이 서양이랑 아예 달라서 인재풀 최상위권 인간들이 지향점부터가 다른걸 서양보다 지능이 낮아서 노벨상 못탄다 이지랄하는건 존나 병신같다.,2
와 가불기네,0
난 씨발 고2 성적으로 sky 노리다가 서강대따리 왔어 급식 새끼야 ㅋㅋㅋㅋ 쳐가고나 말해 병신아 ㅋㅋㅋ,2
니 낮짝도 좀 두껍다 국민 과반한테 조롱받는게 여기서 왜나오냐??,0
"""쓰지말자""의 단어의 의미를 모르는거임?? 멍청한 년놈들은 지금 불매 그 이상의 것을 말하고 있잖아.",0
존재 자체가 생태계를 파괴하는구만,0
인도나 사우디에서 살아봐야 정신차리지 ㅋㅋㅋ ,0
양가놈 진짜 뇌에 야스생각밖에 없농ㅋㅋ,2
첫경기골절좌는 그나마 낫네,0
나같으면 찌르고 깜방감 ㅅㄱ,0
aicpa 난이도 한국 고시급 시험들로치면 어느정도냐,0
설현말하는거아님?,0
소고기도 등심처럼 지방많은 부위는 쎈불에 겉을 바싹 익혀야 맛있다. 부위별 특성도 모르면서 소고기는 무조건 살짝익혀야 맛있다는 새끼들이랑 소고기먹으면 존나 짜증나고 맛떨어져서 가위로 눈깔 찔러버리고싶음 ,2
진짜 뼛속까지 해줘충ㅋㅋㅋㅋ 페미가 싫으면 ~~해줘 씹ㅋㅋㅋㅋㅋ,1
미국 PC가 너처럼 자유의지를 제한하려드는 새끼들이 주도하는건데 뭔 소리하노,2
오늘부터 중국빤다,0
우리집 바로 옆이노 ㅋㅋㅋㅋ ,0
남의 취미는 건들면 안됨,0
여기서 불탈 이유는 없지 않냐? 애 낳든 말든 쟤 맘이자너 제대로 키울 준비도 안됐는데 무작정 낳는거보다 낫지 자기가 원하고 키울준비 됐을때 낳는게 맞지,0
에이 컨셉이겠지,0
이제 저런개새끼들이 나중에 사람물고 지랄해도 주인은 미안하다오리도안하고 다시산채시키고있다 후기올라올케이스ㅋㅋㅋㅋ,0
데모로 벌어먹고 산 새끼들한테 180석 몰아준 벌이다 ㅋㅋ,0
말투 우욱 ,0
재판이 게임이냐 ? ㅋㅋㅋ 지는 놈이 전부 내 !! ㅋㅋㅋㅋㅋㅋㅋ,0
결과가 궁금하다,0
응 들어가서 방통대나 쳐다녀야 승진할건데 ,0
부러워할 것도 없음ㅋㅋ 공공기관 대부분 총액임금제인데 지금 직원보다 더 많이 물타버리면 그냥 대우 안좋은 공기업됨ㅋㅋㅋ 서교공이 9:1로 물타고 나서 2년 동안 연봉 동결에 복지 싹다 없앴는데 인국공은 1:1+@니까 이제 그냥 흔하디 흔한 직장될걸ㅇㅇ,0
병신 이네 ㅋㅋㅋㅋㅋ 실제 어린이 보호로 위헌판결 났네 ㅋㅋㅋㅋㅋㅋ,2
븅신 개돼지새끼들 문재앙뽑고 180석몰아준거 지네들인데 자업자득 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
개십존잘 시발 아 ㅋㅋ,1
땅이 좁고 인구밀도가 높아서 마음만 먹으면 범죄조직 바로 소탕됨,0
시진핑주석을 살해하겠단 의지 잘 보았다,0
보니까 첫날부터 마음에 안들었던거같은데 갑자기 와서 훈련은 안시키고 새끼 다른곳으로 보내라고 하고 막상 훈련장에 와보니 자기 생각과는 다른 훈련 가르치는거 같으니 저러는거같음,0
날선 비판의 대상이 되어야 할 정치인은 죽어라 빨면서 엄한 여자 연예인은 못 잡아먹어서 안달인 그곳..,0
파워는 강정호가 더 쌤,0
빚도없는게 ,0
방구석 야붕이들 승리!,0
넌 입건이랑 구속 불구속 차이도 모르냐? 피싸개냐?,0
행시같은소리하네 시발 그럼 행시가지 개웃기네 ㅋㅋㅋㅋㅋㅋ ,2
대 민 철 ㅋㅋ,0
하~~미친년들..ㅎ,2
ㄲㅈ ,1
진짜 운전면허 시험 제대로 안치게하냐?,0
질럿먼데,0
정신 차리고보니 업혀있었다는게 ㅋㅋ 묘사 자체의 모순은 넘어가도 계집들은 죽을때까지 남자 아래인 수동적인 생물인건 알겠다. 이런 똥글하나에 사진으로 사람 조질수있다는게 놀랍네,0
공기업 하청 알바 경쟁률도 심해지겠노 ㅋㅋㅋ,0
이게 180석의 자연반갈죽이다ㅋㅋㅋ,0
김대중군 보고 있나요? 여기 당신을 뛰어넘는 인재가 있습니다...,0
사실여부가 어쨌든 요즘같은 시대에 여자 + 민짜 건드린거 자체가 자살마려운 행위지.. 잘가라,0
다시 시작하다니 씨발아 !!!!,0
구라치지마 어떻게 친구가 3명밖에 없어 ㅋㅋㅋㅋㅋㅋ ,0
피싸개 시발련들 왜 야갤 기웃거리노 ㅋㅋㅋㅋ ,0
왕뚜껑 모자 ㅋㅋㅋㅋㅋ ㅅㅂ ㅋㅋㅌ,2
더군다나 여연갤이라고 한남 윾식이가 만든 디시에서 북치고장구치고 상주하는중 다른여초는 지들생각에도 재미드럽게 없나봐 ㅜㅜ ,0
"""악역은... 익숙하니꽈...""",0
민식이법 만들자고 찬성한 새끼들 다 갈아버려야 하는거 아닌가 하고 이젠 이런거 보면 웃기기만 함 ㅋㅋㅋㅋ,0
ㅋㅋㅋㅋㅋㅋㅋㅋ씨발 똑같노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
첫짤 갑자기 나오시면.. ,0
능지탈출 ㅋㅋ,0
보지식 괴롭힘 ㅋㅋ,1
노홍철 짱 웃김 세탁기 돌리는 얘기 등 별 시덥잖은거 얘기하는데 말 개잘함ㅋㅋ,0
걸었다 풀었다 해도 안멈춤 ,0
일상생활 가능 ,0
180석은 미통당이 삽질해서 그런건데 선거주작 때문이라고 한다. 그냥 왠지 그렇다.,0
마 좀 스까서 가입시다 ㅋㅋㄱ,0
꺼ㅡㅡㅡㅡㅡㅡㅡ억,0
이시대의 아버지,0
간호조무사 하다가 하루 아침에 의사행ㅋㅋㅋ,0
남자다,0
ㅋㅋㅋ 의료만큼은 군인 경찰들이 국민생명지키는것처럼 의사들 지위도 동일하게 생각해서 목욕탕따위가 아닌 공공재로 취급되는데 cctv달면 큰일나냐 ,0
그건 cradle to the grave아니냐,0
뜬금없이 일기방패 든든ㅋㅋ ,2
문재앙 씹새낀 저런 애들 처벌 안 때리고 뭐하냐? 무능한새끼 ㅋㅋㅋㅋㅋㅋㅋ,0
이수현 목소리존나좋음 ㄹㅇ,0
저기서 서바이벌 총싸움하면 스릴오질듯 ㄷㄷ,0
코스딩고 ㅋㅋㅋ,0
한남 1패 ㅋㅋㅋ,0
재밌게사노 ㅋㅋ ,0
그때당시 일본은 패전이후라 군대도없어쏙 걍 의료물품 지원이끝임,0
여자=여포 ㅋㅋㅋㅋㅋㅋ,1
병신 그럼 지구망함,2
ㅋㅋㅋ 니가뭔데?,0
박사과정 학생 부모가 교수 찾아오는 세상임 망한 민국 잼 정상인 것 하나도 없음,0
나중에 뉴스나올 각이노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 주인물은 개 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
보지지 무슨 보수 ㅇㅈㄹ ㅋㅋㅋ,1
별 게 다있노,0
디씨 문닫으면 개꿀인데 뭘 모르노 ㅋㅋ,0
쪼꼼만더 밀어붙이면 배터저 뒤집니다,0
집좌표는 왜찍어주냐 ㅋㅋ,0
길거리에 코오피로 데코하는거 보니 미국 잡는거 한순간이겠네,0
ㅋㅋ 화끈하게 살았네,0
이쁘니까 무죄임 ㅅㄱ,0
뭐긴뭐야 사기치는거지.. 더러운 방 남자에게 떠넘기기,0
응 한남이래,0
니택동? 니거쩌뚱?,0
인생시발ㅋㅋㅋ 아 이게나라냐 ㅋㅋㅋ ,0
부러우면 니도 잘라라,0
판사도 구형 듣고 머가리 띵한게 존나 웃기네ㅋㅋㅋㅋㅋ,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 글러먹었네,0
씨발 ㅋㅋㅋㅋㅋㅋㅋ쟤네 지들 속옷 팔면서 돈 버는 창년들인데 호기심? ㅋㅋㅋㅋㅋㅋㅋㅋ,2
역시 한남 자적자답게 노예사슬자랑중 ㅋㅋㅋ,0
한녀는 무조건 걸러야되는구나,1
ㄴ 씹덕 : 내가 마구 떠들수 있는 곳은 인터넷 뿐.. 인터넷을 만들어주신 갓양성님들께 감사..,0
이 만화는 다시봐도 참 재밌군ㅋㅋ 평소에 공감갈만한 소재로 만화를 그린게 웃음 포인트라지ㅋ 근데 너희들 그걸 보고 웃을 줄 난 이미 예상했고~ㅋ 그래서 내 평소 말투로 이런 댓글을 달아서 그 웃음을 가져가겠어ㅋㅋ 어때 웃음이 전혀 나오지 않지?ㅋㅋ 나는 네가 여기까지도 읽을 거란 걸 예상했지ㅋㅋ 넌 이 댓글을 여기까지 읽음으로써 웃음을 사냥 당한 거야ㅋㅋ,0
내 뒤에 재앙각하 있소 개깝치노 우리아빠가 노무쿤 선생도 했어... 건드려봐 하는 표정 ㄷㄷㄷㄷㄷ,0
찬반좌 패배 딱봐도 찌찌커서 여자가 질투나서 적은거같은데 ,1
다른사람에게 단 댓글이다 지능수준ㅋㅋ,0
꼴리면 못참지 ㅋㅋㅋ 아 ,1
한국여자는 같은 인류가 아니다,2
말투가 줙같소,1
진급 끝~ 아파트 경비 ㄱㄱ,0
왜 예쁠거라 생각하지?,0
똑똑하네 이런일은 공론화부터 시키고 일을 키워야 짭새들이 기어들어간다 ㅋㅋ,2
페르마의 마지막 정리 완벽히 증명해서 필즈상 받는 사람은 몇백년 매달린거노?,0
튜닝의 끝은 순정이 맞다.. ,0
그럴리가없는데 흑인이 제일 부드러워,0
주어가 시발 양키새끼냐 공부만 처하는 이유냐 글 존나 병신같이 쓰네,2
영화감독들 풀발기 ㅋㅋㅋ,0
ㄹㅇ 포장마차에서 핫도그 사려는데 치즈 줄까요? 보통으로 줄까요? 하길래 노말로 주세요 했는데 노말이 뭐냐고 묻더라고. 생각보다 지식이 없어도 살아갈수있더라.,0
그. 성별,0
ㄹㅇ 펀치한번에 끝날듯 ,0
ㅇㅇ ecu오류로 기록자체가 안될껄? ecu기록을 본다해도 엑셀을 밟은걸로 되있겠지 전자식은 어쩔 수 없음,0
존나패고싶노 ,0
공산당한테 먹혔노 ㅋㅋㅋㅋㅋㅋㅋ,0
유정이냐 미모 무쳣노 ,0
리더십이 강하겠구만 ,0
무도 ㅇㅈㄹ ㅋㅋㅋㅋ,0
다니는 대학에 말투를 기계처럼 안하면 교수 못하는 법이라도 잇는거임?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
피싸개들 하.... ㅋㅋㅋ 삼일한 마렵네 지능 씨발 ㅋ,2
